entreprise,type_contrat,deparetement,date_publication,date_mise_a_jour,salaire,prise_de_poste,experience,metier,statut_du_poste,zone_de_deplacement,secteur_d_activite,Teletravail,descriptif_poste,profil_recherche,langues,savoir_etre,savoir_faire,descriptif_entreprise
NTICO,"1 
 CDI",Villeneuve-d'Ascq - 59,Publiée le 17/01/2024,Actualisée le 05/02/2024,A négocier,Dès que possible,Minimum 3 ans,Data engineer,Cadre du secteur privé,Régionale,GESTION D'INSTALLATIONS INFORMATIQUES,Partiel possible,"TA MISSION : 
* Tu intègres une communauté Data, en tant que Data Engineer ou Data Analyst.
* Tu conçois et modélises les données et identifies les sources et flux à réaliser.
* Tu es en lien permanent avec les équipes métiers et IT.
* Tu formes et transmets ton savoir.
* Tu es garant·e de la qualité des livraisons.
 TES COMPÉTENCES : 
Talend, ODI, Stambia, Kafka, Systèmes distribués (Elastic Search, Mango DB), Tableau, BO, PowerBi, D3JS, API, Bases SQL et NoSQL, GCP, AWS
  ","TON PROFIL : 
Tu es expert·e de la data et tu sais traduire le besoin métier à travers la data (KPI, Dashboard).
La manipulation et le traitement des données est une seconde nature.
Tu as le sens du service et tu apportes des solutions innovantes.
Tu aimes transmettre et partager ton savoir.
Tu justifies impérativement d'au moins 3 ans d'expérience et tu as développé·e une autonomie sur ton domaine de compétence.
Tu souhaites diversifier tes compétences pour être toujours à la pointe des cas d'usages métiers et des nouvelles technologies Data. 
 NOS AVANTAGES : 
Pourquoi nous rejoindre ?
Développement Continu : Chez Ntico, tu montes en compétences grâce à nos (six) communautés d'experts et nos formations !
Management de proximité : On t'écoute, on te valorise et on t'accompagne dans ton projet pro, en toute transparence !
Moments conviviaux : Sport, culture, DIY, insolite... Tu peux participer à nos événements tous les mois, et en proposer ! On n'est jamais à court d'idées pour des animations uniques ! 
 Ntico, c'est un cadre de travail bienveillant, un environnement dynamique où l'épanouissement personnel est aussi important que le succès collectif ! 
Postule dès maintenant et prépare-toi à vivre une expérience humaine unique ! 
 De notre côté, on te contacte dans les 72h suivant ta candidature et on te propose un processus de recrutement rapide. 
 Ntico s'engage activement en faveur de l'inclusion professionnelle des personnes en situation de handicap, tout en promouvant la mixité, la diversité et l'égalité au sein de son effectif. 
    ",Anglais,,,
MICHAEL PAGE INTERNATIONAL FRANCE,"1 
 CDI",Amiens - 80,Publiée le 23/01/2024,Actualisée le 23/01/2024,35 - 37 k€ brut annuel,Dès que possible,Aucune expérience exigée,Data scientist,Cadre du secteur privé,Pas de déplacement,AUTRES COMMERCES DE DÉTAIL SPÉCIALISÉS DIVERS,,"Vos missions sont :
Comprendre et interpréter les enjeux marketing (ciblage/segmentation dans le cadre de campagnes, technique d'acquisition et de fidélisation...) ;
Traiter, analyser, modéliser et interpréter les données qui sont à disposition ;
Piloter et rendre les données exploitables ;
Construire et mettre en place des algorithmes, développer les possibilités offertes par le machine learning.","Notre client attend :
Un socle solide en mathématiques et plus particulièrement les statistiques ;
Bonnes connaissances en codage et capacité à naviguer dans les bases de données, aujourd'hui SQL ;
Appétence pour l'analyse, orienté solutions et capacité à les modéliser.


Issu d'une formation Bac +5 minimum de type université, école d'Ingénieurs ou de commerce avec une spécialisation en informatique, en statistiques, en marketing ou en big data, vous avez pu mettre en pratique vos acquis sur des projets en relation avec le commerce et le client.

Doté d'un esprit d'analyse qui te permet de comprendre les problématiques business de l'entreprise.",Anglais,,,
Altelios Technology Group,"1 
 CDI",Issy-les-Moulineaux - 92,Publiée le 09/01/2024,Actualisée le 09/01/2024,50 - 55 k€ brut annuel,Dès que possible,Minimum 7 ans,Architecte Big Data,Cadre du secteur privé,Pas de déplacement,AUTRES ACTIVITÉS INFORMATIQUES,,"Pour accompagner notre client, nous recrutons un Data Architect. 
Cette prestation permettra à un consultant motivé de s’inscrire dans la durée sur un ou plusieurs projets d’implémentations globaux où lui seront demander de :
Travailler avec l'équipe de données sur la conception et la mise à jour de la plate-forme de données. 
Réaliser la feuille de route technique et documentation.
Participer au déploiement stratégique de la plateforme de données dans les pays.
Soutenir les équipes techniques locales dans la conception de l'architecture d'intégration.
Travailler en étroite collaboration avec le responsable de la plateforme de données et les équipes d'ingénierie des données.","Pour ce poste, un minimum de 10 ans d'expériences est exigé avec une compréhension progressivement démontrée des processus, des artefacts et des outils de coordination, de calendrier et d'organisation.
Les connaissances techniques requises sont : 
Très bonne connaissance des technologies de données AWS et Azure. 
Intégration et conception fonctionnelle requises. 
Modélisation de l'architecture des données également requise.",Aucune langue attendue,,,
Talents IT,"1 
 CDI",Gennevilliers - 92,Publiée le 04/02/2024,Actualisée le 04/02/2024,45 - 55 k€ brut annuel,Dès que possible,Minimum 2 ans,Chief Data Officer,Cadre du secteur privé,Pas de déplacement,TRAVAUX D'INSTALLATION D'ÉQUIPEMENTS THERMIQUES ET DE CLIMATISATION,Partiel possible,"Talents IT cabinet de recrutement national spécialisé dans les
métiers de l'IT et du Digital proche de ses clients et candidats
est résolument tourné vers l'humain. Nos consultants vous
conseillent et vous accompagnent dans votre évolution de carrière.

Nous recrutons un(e) Data Manager (F/H) en CDI, dans la région
Parisienne.

Construire la feuille de route autour du Data Management, les normes
et les best practices, et porter leurs déploiements au sein du Groupe
en collaboration avec l'ensemble des parties prenantes ;

Mettre à disposition les outils nécessaires au service du Data
Management et la Gouvernance des données ;

Assurer la qualité, l'accessibilité, la traçabilité, l'usage de la
data et la capitalisation du savoir (règles, procédures) en
coordination avec les équipes métiers et IT ;

Assurer que les décisions en matière de gouvernance des données
sont en cohérence avec l'architecture fonctionnelle et l'urbanisation
data, ainsi que des règles de sécurité du SI ;

Gérer les données (collecte, viabilité, fiabilité...) et des bases
de données (SGBD) ;

Analyser et vulgariser les résultats pour restituer les résultats
aux non-spécialistes de la data ;

Superviser la bonne application des principes de la RGPD.","De formation Bac+5 (ou équivalent) en Informatique, Statistiques ou
Mathématiques. , vous justifiez d'une expérience professionnelle
d'au moins 4 ans dans le management de la donnée pour des ETI.

Vous avez déjà exercé à un poste similaire, vous avez une certaine
autonomie, êtes force de proposition, venez apporter vos compétences
dans la transformation digitale du Groupe.

C'est une création de poste, nous recherchons un candidat qui
souhaite évoluer et monter en compétence avec les projets de
modernisation de la politique data.",Anglais,,,
MARGO CONSEIL,"1 
 CDI",Paris 08 - 75,Publiée le 02/01/2024,Actualisée le 07/02/2024,A partir de 45 k€ brut annuel,Dès que possible,Tous niveaux d'expérience acceptés,Data engineer,Cadre du secteur privé,Régionale,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Partiel possible,"DATA ENGINEER  - H/F
 PARIS - CDI - ASAP
 REJOINDRE MARGO 
Vous êtes les meilleurs, alors pourquoi ne pas le rester ? Chez MARGO, nous nous évertuons à vous donner les clés pour vous permettre de vous dépasser et d exceller dans votre métier durablement. Comment ? En ayant des missions élitistes et un développement professionnel sur-mesure. 
Et cela va encore plus loin ! Nous avons la liberté d innover, de tester mais aussi et surtout de dire non et de dire stop au cours d une mission. Ici, c est consultant first ! 
Nous sommes des experts entrepreneurs. Autrement dit, nous développons notre expertise continuellement grâce à des formations sur-mesure. Pour nos clients, nous concevons des solutions tech complexes. Et cela ne s arrête pas là ! Dès que nous percevons une opportunité de marché, nous cherchons à la développer en créant une nouvelle entité au sein du Groupe. 
Chez MARGO, nous sommes des entrepreneurs de notre propre vie et de notre carrière. Une carrière au sein de notre Groupe, c est l exigence de l excellence pour soi-même. 
A vous de choisir le meilleur pour votre carrière et votre intellect !
 CONTEXTE DE RECRUTEMENT 
Fort de plus de 18 ans de croissance ininterrompue, nous cherchons aujourd hui à accélérer notre croissance en renforçant nos équipes de consultants et en faisant d eux des experts.
Être consultant chez MARGO, c est être un maillon essentiel de la croissance du groupe. En mission chez nos clients, vous apportez votre expertise afin de leur donner un avantage concurrentiel direct. 
 BESOIN DE PROJECTION ? 
Au sein de la communauté Data Engineer vos missions seront : 
Développer en mode agile les cas d usages métier 
Mettre en place des processus de collecte, d organisation, de stockage et de modélisation des données 
Développer des traitements de transformation et de production de données
Assurer la mise en production des modèles de prédiction créés par les Data Scientists
Participer à l amélioration continue et au refactoring de code
  Voici un exemple de mission : 
Camille accompagne un grand compte dans le domaine de l industrie sur son projet de mise en
place d un nouveau datalake en Azure databricks. L objectif de cette mission est d assurer la
distribution de la donnée de manière optimisée pour créer une couche de distribution et permettre aux Data Scientists d implémenter les use cases. Camille apporte son expertise sur les technologies suivantes : Spark, Scala, Azure, Databricks.
 Nous intervenons aussi sur d autres stack technique :
Langage : Python/Scala/Java
Framework : Spark/Hadoop 
Cloud: Azure/ AWS/ GCP
Vos droits et vos devoirs en tant que consultant MARGO :
Choix des missions : dire non, dire stop .
Changement de mission tous les 2 ans pour se challenger
Formation illimitée : hard & soft skills, certifications, conférences, échange avec un expert Margo
Implication dans le rayonnement du cabinet : recruteur, coach, manager, speaker, project leader ","Aujourd hui, Margo Analytics possède 4 communautés de compétences : 
Data engineer  
Data Science/ IA 
Galaxy OPS (devOps, dataOps, cloudOps)
Architecte Big Data 
 Ainsi en rejoignant Margo Analytics vous aurez le choix des missions (#consultantfirst) sur lesquelles vous souhaitez travailler. Vous serez accompagné par les deux fondateurs ainsi que par le leader de votre communauté, dont les rôles sont de rechercher le projet qui correspondra le plus à vos attentes et de vous accompagner dans votre carrière.
 Futur manager : parcours, style de management
Vous serez suivi par un business manager. Son rôle est de vous accompagner dans votre mission et votre carrière, en challengeant ses clients pour vous trouver des missions qui vont vous faire monter en compétences. Il sera le garant de votre épanouissement professionnel chez MARGO
Rejoindre MARGO ce n est donc pas simplement pour un poste mais pour une carrière avec de vraies perspectives d évolution. 
Rejoindre MARGO, c est aussi avoir : 
Des Tickets restaurant Swile 
Des formations illimitées
100% du pass Navigo remboursé 
100% de prise en charge de la mutuelle chez notre partenaire Alan
 LA SUITE DES ÉVÉNEMENTS
 1 - Postulez en ligne ! L équipe RH étudie avec attention votre candidature et vous contacte si votre profil est en adéquation avec l un de nos postes. 
2 - Première rencontre ! Vous échangez avec un recruteur et un business manager sur votre parcours, vos aspirations professionnelles ainsi que sur Margo et les opportunités que nous proposons. 
3 - Challengez-vous dans le cadre d un entretien technique avec l un de nos experts. C est également l occasion pour vous d avoir son retour d expérience. 
4 - Dernier entretien de motivation : pour finir, vous rencontrez un membre du comité de direction de Margo pour confirmer notre fit culturel.  
Pendant tout le processus de recrutement, vous avez la possibilité de participer à des événements organisés par Margo et d échanger avec des collaborateurs afin d en apprendre plus sur nous ! 
 VOUS ÊTES UN(E) FUTUR(E) MARGO SI :
Vous êtes issu(e) d une école d ingénieur ou d un cursus universitaire équivalent niveau Bac + 5 / Master.
Vous justifiez d une expérience sur des langages orientés objet. 
Vous aimez coder et vous êtes passionné(e) d informatique. Vous êtes curieux(se) et vous vous intéressez aux dernières technologies du marché.
 ",Aucune langue attendue,,,
Hays France,"1 
 CDI",Chambéry - 73,Publiée le 26/01/2024,Actualisée le 26/01/2024,45 - 55 k€ brut annuel,Dès que possible,Minimum 5 ans,Data engineer,Cadre du secteur privé,Pas de déplacement,AUTRES TRANSPORTS ROUTIERS DE VOYAGEURS,,"Vous rejoignez l'équipe IT dans laquelle vous allez intervenir sur différents périmètres.
Directement rattaché au Responsable IT, vous intervenez dans :
Le maintien des conditions opérationnelles des outils Business Intelligence utilisés,
Le support à la bonne utilisation des outils BI par les équipes en charge du développement,
La gestion, le maintien et la documentation de multiples bases de données,
Le suivi de production et la maintenance,
L'implémentation dans le Datalayer,
La veille technologique des nouveaux outils visant à améliorer l'analyse des données.","Titulaire d'un Bac +3 minimum en Informatique, vous possédez au moins 3 ans d'expérience sur de la création de base de données. Idéalement, vous avez déjà évolué au sein d'une grande structure.

Votre esprit d'analyse, rigueur, relationnel, capacité à synthétiser et à communiquer en équipe vous permettront de vous épanouir sur ce poste. Vous êtes force de proposition ? C'est un réel plus. Enfin, vous avez un niveau opérationnel en anglais.

* Compétences techniques :
Une bonne maîtrise du langage Python (obligatoire)
La connaissance d'outils BI (Power BI, Cognos) (obligatoire)
La connaissance des solutions embarquées dans un Datalayer (obligatoire)
La maîtrise de la modélisation d'un SI décisionnel (obligatoire)
Bon niveau d'anglais à l'écrit et à l'oral (obligatoire)",Aucune langue attendue,,,
FREEBOX,"1 
 CDI",Paris 01 - 75,Publiée le 22/01/2024,Actualisée le 22/01/2024,A négocier,Dès que possible,Minimum 5 ans,Chef de produit,Cadre du secteur privé,Pas de déplacement,TÉLÉCOMMUNICATIONS FILAIRES,,"Située dans le 8e arrondissement de Paris, Freebox est la filiale R&D d'Iliad qui développe les produits triple play Free (décodeurs tv, servers et répéteurs). 

Le Data Engineer intégrera l'équipe Data Freebox. 

Pour valoriser les données nécessaires à l'amélioration et la conception des Freebox, tes missions seront les suivantes : 

Concevoir, développer, mettre en production et gérer les pipelines de streaming pour la transformation et ingestion de données dans Bigquery 
Gérer et faire évoluer l'architecture de la plateforme Data sur GCP
Automatiser en production le déploiement et l'exécution de la plateforme Data
Montrer et mettre en place des indicateurs de contrôle sur la plateforme Data 

Qui sommes-nous ? 

Depuis 20 ans, Freebox a gardé un fort esprit entrepreneurial. Nos 60 collaborateurs conçoivent, développent et industrialisent les produits utilisés par nos 7 millions de foyers d'abonnés.

Chez Freebox, la volonté de tout faire en interne permet à chaque collaborateur d'avoir un poste complet avec beaucoup d'autonomie. Avec peu de hiérarchie, chacun a une véritable valeur ajoutée dans son équipe et un impact réel sur les projets auxquels il participe. 

Entouré(e) d'experts, tu trouveras ta place chez Freebox si tu as un intérêt pour les nouvelles technologies et que tu aimes faire évoluer tes compétences techniques.

Ce que nous te proposons : 

Un environnement avec une forte culture tech et des projets à la hauteur de tes ambitions
De rejoindre une entreprise et une équipe à taille humaine 
Un environnement de travail unique au cœur de Paris
Un cadre social agréable et adapté (télétravail partiel, RTT, prise en charge des repas, etc.)
Etc. 

Ta future équipe : 

L'équipe Data est chargée d'accompagner l'innovation Freebox en imaginant et délivrant les outils et analyses autour de la donnée. 

Tes collègues : 

Un product manager
Une Data Analyst

Tu rejoindras une équipe transverse qui travaille en collaboration étroite avec les équipes produits R&D (set-top-box, gateway, Wi-Fi et applications).","Expérience :

Tu as minimum 5 ans d'expérience en tant que Data Engineer. 

Compétences : 

Maîtriser les langages/framework suivants : Java (Apache Beam en streaming) et Python (Flask)
Automatisation (Ansible, Shell Linux, Gitlab-CI, Docker)
GCP - BigQuery, Dataflow (Apache Beam en streaming), Cloud Run, Pub/Sub, Agipgateway, Memorystore (Redis)

Bonus :

Expérience sur kafka et kafka-stream

Tu trouveras ta place chez Freebox si tu :

Collabores avec toutes les parties prenantes afin d'identifier les nouveau besoins et de répondre aux retours d'expérience sur l'usage de la plateforme Data,
Es capable de comprendre l'utilisation des données et de t'informer sur les roadmaps des équipes pour identifier leurs futurs besoins.

Process de recrutement : 

Un premier call le product manager et la chargée de recrutement (~30 mins)
Une évaluation technique suivie d'un débrief sur site, avec le product manager (~1h)
Une rencontre équipe en remote (~1h maximum)",Anglais,,,
BLUE CONSULTING,"1 
 CDI",Levallois-Perret - 92,Publiée le 28/11/2023,Actualisée le 17/01/2024,50 - 60 k€ brut annuel,02/01/2024,Minimum 5 ans,Data engineer,Cadre du secteur privé,Régionale,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Ponctuel autorisé,"Principales activités : 
- Recueillir les besoins métiers des différentes unités demandeuses
- Concevoir des applications transforment les données brutes en informations exploitables
- Gérer le développement et de la maintenance de ses applications
- Gérer l infrastructure de données et de déployer des applications de traitement des données
- Industrialiser et automatiser le nettoyage de la donnée selon les spécifications retenues
- Gérer le cycle de vie de la donnée conformément aux directives inscrites dans le RGPD
- Mise à jour permanente sur les technologies et langages utilisés dans le but de partager ses connaissances et aider à l avancement du projet.
Expertises :
- Langage : Python, Scala, Spark, SQL
- Bass de données : PostgreSQL, NoSQL
- Orchestration : Airflow, Luigi
- DevOps : GitLab, CI-CD, Docker, Ansible, Terraform
- Outils Cloud : GCP, Databricks
- Les plus : Dbt, Looker Studio, BigQuery, Airflow, Kafka, Dataflow, Firestore ","Savoir-être :
- Avoir le sens de l écoute et de la communication
- Être en veilles sur les nouvelles technologies
- Rigueur, précision et méthodologie
- Force de proposition
- Esprit analytique et de synthèse
- Esprit d équipe",Anglais,,,
CS GROUP,"1 
 CDI",Toulouse - 31,Publiée le 26/01/2024,Actualisée le 26/01/2024,A négocier,Dès que possible,Minimum 1 an,Data scientist,Cadre du secteur privé,Pas de déplacement,AUTRES ACTIVITÉS INFORMATIQUES,,"Nous recrutons un.e Ingénieur Data Modeler et/ou Tech Data pour rejoindre notre Business Unit INDUSTRIE au sein de la Business Line Data Intelligence. Elle accompagne nos clients dans leurs problématiques associées à la transformation digitale. Nos offres se déclinent autour de la data intelligence & de la maintenance prédictive.
Le client, en tant que service responsable de la définition et la gouvernance des données, a pour mission globale de spécifier et modéliser les données techniques et leurs affichages. Il est aussi en charge des processus et de l’exécution les opérations de gouvernance des données. Cette mission est fortement liée à la stratégie de digitalisation du client.
Dans le cadre de la mission, vous serez intégré.e à l’équipe Tech data / Modélisation de données afin de :
- Analyser les besoins métiers ;
- Décrire et modéliser les objets de données métiers dans le catalogue d’objets de données métiers et fournir des modèles de données aux projets ;
- Concevoir des spécifications de données métiers pour les projets liés aux données ;
- Valider les nouvelles versions des productions de données par rapport aux spécifications ;
- Apporter du support fonctionnel aux équipes de développement ;
- Définir les formats numériques des opérations de vol, de l'ingénierie et de la maintenance et assurer la cohérence de tous les produits ;
- Produire la documentation relative aux produits numériques (spécifications, guides d'utilisation...) pour un usage interne et externe ;
- Fournir un support et partager l'expertise sur la définition de données et les standards, en interne et en externe.","Qui êtes-vous ?
De formation Bac+5, vous justifiez d'une expérience d'un an minimum sur un poste similaire. Vous avez une connaissance idéalement du domaine ""Tech Data"" et/ou de Customer Services, ou des normes ATA/S1000D, de la configuration avion. Un niveau d’anglais courant est requis.

Vous êtes autonome et curieux.se ? Vous avez le sens de la communication et appréciez le travail en équipe ? Alors vous êtes la pépite que nous recherchons !
 Informations complémentaires
Qui sommes-nous ?
La Business Unit INDUSTRIE contribue aux développements de programmes dans les domaines de la simulation, la transformation digitale et le développement de systèmes critiques. Elle est un acteur référent sur l’Intelligence de la donnée (Data Engineering & Data Science), la digitalisation des processus (PLM), la simulation numérique, le développement de logiciels embarqués & certifiés ainsi que la sécurisation des systèmes (cybersécurité).
Pourquoi choisir CS GROUP ?
Pour notre filière Expert qui valorise vos compétences techniques, notre engagement dans l’innovation avec un budget R&D de 30 millions d’euros/an, nos engagements sociétaux et environnementaux : index d’égalité professionnelle à 86/100, partenaire de l’association Elles bougent, membre de la planète Tech Care etc.
Et bien sûr : la possibilité de télétravailler, un programme de cooptation, la complémentaire santé, les RTT, le CE.
N’attendez plus, partagez votre CV et additionnons nos talents !
La suite des événements :
Si votre profil est un match, vous aurez un entretien technique avec un de nos Responsables opérationnels. Puis, vous rencontrerez Emeline lors d’un entretien RH.

#CSGROUP #hiring #LI-Hybrid #LI-EQ1 #Modeler #Modelisation #TechData",Anglais,,,
Adsearch,"1 
 CDI",Paris 09 - 75,Publiée le 07/02/2024,Actualisée le 07/02/2024,40 - 50 k€ brut annuel,Dès que possible,Minimum 2 ans,Chief Data Officer,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,"En bref : Data Manager - Data Officer - CDO - Gouvernance data - Qualité data - Banque - Client final - CDI - Paris 
Adsearch recherche un(e) Data Manager pour son client, une Banque internationale basée à Paris. Le poste est à pourvoir en CDI, en interne chez le client final. 
Vos missions : 
Mettre en oeuvre la stratégie de la Banque en matière de données, alignée sur les objectifs du groupe, 
Assurer la définition et la mise en oeuvre des processus de gestion des données, 
Coordonner la liaison avec léquipe du Corporate Data Office sur les questions de gestion des données, 
Diriger les initiatives de gouvernance et de qualité des données au sein de la banque, en encourageant la collaboration entre les différents secteurs dacitivté, 
Identifier les opportunités de données pour stimuler linnovation et loptimisation des processus de reporting, 
Assurer la mise en oeuvre des processus de gouvernance et de qualité des données, alignés sur le modèle opérationnel de lentreprise, 
Assurer la qualité, lintégrité et la ponctualité des données et des rapports connexes conformément aux réglements et politiques internes. 
Collaborer avec dautres secteurs dactivité afin didentifier et/ou de répondre aux exigences de lentreprise en matière détablissement de rapports et / ou de réglementation, 
Promouvoir une culture de la gestion des données, alignée sur les principes de lentreprise et de la réglementation, en tirant parti des possibilités offertes par les données dans lensemble de lorganisation.","Le profil : 
Diplômé(e) d'un Bac+3 type informatique, management ou statistiques.
Vous avez une première expérience professionnelle en management de la donnée, idéalement dans un secteur bancaire ou financier. 
Expérience de la mise en oeuvre de programmes de gouvernance et de qualité des données. 
Vous avez une capacité à communiquer et à articuler des concepts complexes à une variété de parties prenantes.",Aucune langue attendue,,,
DELEPLANQUE ET CIE,"1 
 CDI",Estrées-Saint-Denis - 60,Publiée le 15/01/2024,Actualisée le 15/01/2024,50 - 60 k€ brut annuel,Dès que possible,Aucune expérience exigée,Data scientist,Cadre du secteur privé,Union Européenne,"COMMERCE DE GROS (COMMERCE INTERENTREPRISES) DE CÉRÉALES, DE TABAC NON MANUFACTURÉ, DE SEMENCES ET D'ALIMENTS POUR LE BÉTAIL",Ponctuel autorisé,"Le Data scientist est un spécialiste de la gestion et de l'analyse de données massives. Intégré(e) au sein de notre équipe de sélection végétale, il/elle doit être capable de collecter, organiser et exploiter des données mises à sa disposition et les faire parler afin d'apporter des éléments d'aide à la prise de décision. 
 Les missions principales : 
- Développer et mettre en œuvre des modèles adaptés aux essais de sélection afin d'améliorer l'efficacité et la précision du choix des variétés de semences.
- Analyser des ensembles de données complexes et en tirer des informations significatives contribuant à l'amélioration des programmes de sélection et des pratiques agricoles.
- Collaborer étroitement avec l'équipe de sélection végétale pour comprendre leurs besoins et développer des solutions axées sur les données pour relever des défis spécifiques.
- Rédiger des procédures de collecte de données et d'analyse pour évaluer la performance des variétés et identifier les domaines potentiels d'amélioration.
- Utiliser des drones à des fins de collecte de données précises et pertinentes pour l'analyse et la recherche.
- Assurer une veille technique et scientifique en matière de science des données et de technologie agricole afin d'améliorer continuellement les processus dans le secteur de la sélection végétale.
- Déplacements fréquents en France (zone betteravière) et en Allemagne.
 Conditions proposées : 
- Poste ouvert aux personnes en situation de handicap. 
- 13ème mois
- Mutuelle 
- Participation et intéressement 
- Actionnariat salarial","Diplômé d'un Doctorat en sciences des données, en informatique, en statistiques, agronomie, en sciences agricoles ou dans un domaines connexes.
- Débutant, 1ère expérience professionnelle.
- Maitrise de l'analyse de données avec une bonne compréhension des méthodologies statistiques et de leur application dans la recherche agricole.
- Aisance dans le pilotage de drones et l'utilisation des données collectées à des fins d'analyse.
- Solides compétences en programmation dans des langages tels que Python, R, Genstat ou similaires.
- Capable de travailler en équipe et bon communiquant dans un environnement multi disciplinaire.
- Une passion pour l'exploitation des informations basées sur les données pour relever les défis de la sélection végétale et contribuer à l'amélioration des pratiques agricoles.
- Connaissances dans l'interprétation des données météorologiques, environnementales, ou des données satellitaires.
- Maitrise de l'anglais et idéalement de l'allemand",Anglais,,,
DAVIDSON GRENOBLE,"1 
 CDI",Grenoble - 38,Publiée le 24/01/2024,Actualisée le 24/01/2024,A négocier,Dès que possible,Minimum 2 ans,Data analyst,Cadre du secteur privé,Régionale,"INGÉNIERIE, ÉTUDES TECHNIQUES",,"Pour accompagner son client dans les métiers de la finance, Davidson Consulting recherche un Data analyst - Pricing analyst. Vous rejoindrez en tant que consultant les équipes de notre client.
Mission principale: 
Vous serez en charge du support aux équipes de data management.
Votre rôle sera de garantir l'acquisition, l'analyse et valorisation des données financières à destination des équipes métiers, dans une démarche d'amélioration continues des processus","Titulaire d'un diplôme Bac + 3 au plus en data ou BI, vous justifiez impérativement d'une première expérience significative en dehors de vos éventuels stages de formation.
Vous maîtrisez SAP et les outils de base de données vous sont familiers.
L'anglais est indispensable pour ce poste.",Aucune langue attendue,,,
AKKODIS CLERMONT-FERRAND,"1 
 CDI",Clermont-Ferrand - 63,Publiée le 24/01/2024,Actualisée le 24/01/2024,35 - 50 k€ brut annuel,Dès que possible,Minimum 3 ans,Data scientist,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"C'est pourquoi, dans le cadre du développement de nos activités et la mise en place de projets à fortes valeurs ajoutés, nous recrutons un Data Scientist H/F à Clermont-Ferrand. Dans ce cadre-là, vous serez amené(e) à mettre à profit vos compétences en analyse de données sur un projet évoluant dans un contexte international.

Vos principales missions seront :
- Réaliser l'analyse de données pour en qualifier la qualité et la cohérence et leur intégration dans les services de l'entité
- S'approprier des données disponibles actuellement
- Développer et industrialiser des algorithmes de datascience
- Maintenir en conditions de performances des modèles de datascience
- Réaliser la documentation associée à chacune des réalisations","De formation Ingénieur/Bac+5, vous justifiez de 3 années d'expérience minimum sur un poste de Data scientist qui vous aura permis d'appréhender le milieu de la donnée.

Vous maitrisez les outils suivants :
Vous possédez de solides connaissances en statistiques, probabilités, traitement du signal ainsi qu'un solide esprit analytique.
Vous maîtrisez divers langages de programmation tels que Python, Spark, R-studio... ainsi que l'utilisation de bases de données non structurées Mongo DB, Cassandra
Vous possédez une solide expérience avec les outils et composants Microsoft Azure tels que DataBricks ou PowerBI
Vous avez une bonne maîtrise des outils de configuration tels que Git

Vous êtes reconnu pour fédérer une équipe, bon communicant et curieux. Vous aimez travailler en équipe tout en sachant être organisé et autonome dans votre travail.
Le poste est à pouvoir immédiatement.

Nous sommes convaincus que de l'intelligence collective naît le succès. Il n'existe pas qu'un modèle, chez Akkodis nous valorisons l'agilité et l'excellence, l'audace et la créativité.
Et si nous parlions ensemble de vos ambitions pour les prochaines années ?

Akkodis accompagne ses clients dans la mondialisation de leurs projets, aussi un anglais courant est requis pour l'ensemble de nos collaborateurs.

Processus de recrutement :
· Un(e) chargé(e) de recrutement vous contacte pour échanger sur votre projet professionnel
· Vous échangez ensuite avec un(e) manager sur les aspects techniques et les projets

Akkodis est une entreprise handi-engagée et inclusive. Tous nos postes sont ouverts aux handicaps et à la diversité. Tous différents, tous compétents !
A bientôt pour vivre l'aventure AKKODIS !",Aucune langue attendue,,,
