entreprise,type_contrat,deparetement,date_publication,date_mise_a_jour,salaire,prise_de_poste,experience,metier,statut_du_poste,zone_de_deplacement,secteur_d_activite,Teletravail,descriptif_poste,profil_recherche,langues,savoir_etre,savoir_faire,descriptif_entreprise
ORANGE BUSINESS,"1 
 CDI",Cesson-Sévigné - 35,Publiée le 03/02/2024,Actualisée le 03/02/2024,A négocier,Dès que possible,Minimum 2 ans,Data scientist,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,Partiel possible,"Votre mission consistera à travailler sur les indicateurs métier des clients de l'offre Flux Vision, notamment dans les domaines du géomarketing, du transport et du tourisme.

Vous aurez en tant que data engineer / data scientist pour mission de travailler au sein d'une équipe de data analyst/data scientist/data engineer sur les sujets suivants :
- Mise en place d'algorithmes de data science pour la création et la qualification de nouveaux indicateurs statistiques,
- Préparation et qualification des données livrées aux clients,
- Participation à l'amélioration de l'appareil de production,
- Vous participerez également à l'élaboration et à l'amélioration des livrables clients (rapport d'analyse, tableaux de bord, intégration dans les outils de traitement de la donnée, ...),
- Vous travaillez en coordination avec les équipes de développement et les équipes d'exploitation.","Vous êtes titulaire d'un Bac+5 master ou école d'ingénieur spécialisé en mathématiques appliquées, en statistiques ou dans le domaine du transport, du géomarketing ou de l'aménagement du territoire.

- Vous avez une expérience significative dans l'utilisation des outils informatiques de datascience tel que Pandas, Keras/Scikit-Learn, SQL.
- Vous disposez de compétences dans les solutions de dataviz.
- Des connaissances dans les environnements cloud big data (Azure, AWS, GCP) est un plus.
- Dynamique, doté d'un bon relationnel, vous avez le sens de l'équipe, et vous aimez avoir de l'autonomie pour mener une activité de manière longitudinale.",Aucune langue attendue,,,
MICHAEL PAGE INTERNATIONAL FRANCE,"1 
 CDI",Strasbourg - 67,Publiée le 19/01/2024,Actualisée le 19/01/2024,80 - 90 k€ brut annuel,Dès que possible,Minimum 10 ans,Responsable informatique,Cadre du secteur privé,Pas de déplacement,ACCUEIL OU ACCOMPAGNEMENT SANS HÉBERGEMENT D'ADULTES HANDICAPÉS OU DE PERSONNES ÂGÉES,," 
En tant que Responsable de l'Équipe Data, vos missions seront :
 Définir une stratégie Data,
Structurer l'activité et garantir le respect de la politique Data,
Piloter les différents projets de transformation,
Communiquer à l'ensemble des collaborateurs les bonnes pratiques,
Manager une équipe d'une quinzaine de personnes.
     "," 
Issu d'une formation supérieure, vous justifiez d'une solide expérience (10 ans minimum) en data management. Vous êtes force de proposition et doté d'un excellent relationnel. Vous avez déjà travaillé dans des environnements « Groupe ».

La maîtrise de l'anglais est indispensable.
 ",Aucune langue attendue,,,
MICHAEL PAGE INTERNATIONAL FRANCE,"1 
 CDI",Ivry-sur-Seine - 94,Publiée le 16/01/2024,Actualisée le 16/01/2024,70 - 80 k€ brut annuel,Dès que possible,Aucune expérience exigée,Data engineer,Cadre du secteur privé,Pas de déplacement,FABRICATION DE PRODUITS DE CONSOMMATION COURANTE EN MATIÈRES PLASTIQUES,,"En tant que Data Engineer/Architecte, vos missions seront les suivantes :
Être responsable de la conception et de la gestion de l'architecture des données sur la plateforme GCP,
Vous définissez l'architecture, les normes et bonnes pratiques,
Vous prenez en compte les besoins fonctionnels afin d'établir le design,
Vous sélectionnez et configurez les Services GCP,
Vous concevez les solutions pour la gestion de données en streaming ou batch,
Vous participez à la sécurisation des données sur GCP et à la mise en place de pipelines CI/CD,
Vous échangez régulièrement avec les diverses équipes IT et Data du Groupe.","Sur ce rôle de Data Engineer/Architecte, vous avez les compétences suivantes :
Une expérience sur un rôle de Data Architecte ou sinon la participation à des projets d'architecture en tant que Data Engineer,
Vous avez une expérience Data dans un environnement Cloud et si possible GCP (BigQuery, Cloud Storage, Cloud Composer, Pub/Sub et DBT composent l'environnement technique quotidien),
Vous avez évolué dans un environnement devops et IAC,
Vous avez un bon niveau de communication vous permettant d'échanger et de comprendre les fonctionnels et leurs besoins,
L'expérience du retail est un plus ; vous faites preuve de rigueur, d'écoute, de diplomatie et d'une fort relationnel.",Anglais,,,
MANUTAN,"1 
 CDI",Gonesse - 95,Publiée le 25/01/2024,Actualisée le 25/01/2024,A négocier,Dès que possible,Minimum 10 ans,Architecte Big Data,Cadre du secteur privé,Pas de déplacement,COMMERCE DE GROS (COMMERCE INTERENTREPRISES) DE FOURNITURES ET ÉQUIPEMENTS DIVERS POUR LE COMMERCE ET LES SERVICES,Partiel possible,"Dans le cadre du développement de Manutan et des besoins toujours plus importants pour analyser, interpréter, partager les données du Système d'Information, l'équipe Architecture recrute un(e) Architecte Data.

Si vous êtes passionné(e) par l'architecture des Systèmes d'Information et prêt(e) à relever le défi en intégrant une équipe qui se développe, alors rejoignez l'équipe IT de Manutan.

Responsabilités et missions du poste

Dans un contexte de forte transformation digitale du groupe Manutan, votre responsabilité sera d'identifier et mettre en oeuvre les solutions technologiques et méthodologiques permettant une bonne maîtrise des données dans le Système d'Information Manutan :

- Contribuer à la définition de la stratégie Data de Manutan qui permettra de répondre aux besoins de nos partenaires Métiers tout en veillant à l'efficience et à la stabilité du SI (architecture cible de notre plate-forme, utilisation des référentiels Groupe, etc.)
- Définir les standards d'architecture de données de l'entité (principes, règles, patterns d'architecture de données)
- Cartographier, modéliser les données et les échanges dans le SI Manutan (modèle informationnel, cartographie des données...)
- Mener des études d'architecture data de portée Groupe coordonnées par le Data Management Office Groupe en faisant de la veille active sur les sujets Data, les technologies Data / Big Data émergeantes, les perspectives concurrentielles
- Contribuer à la gouvernance des données (documentation du lineage de la donnée, cohérence sur la structuration des domaines data)
- Concevoir des architectures data, pour cela l'architecte data sera en charge de faire le lien avec l'architecture technique de la data platform afin de s'assurer que le socle répond techniquement aux attentes data du groupe.","Curieux(se) et autonome, vous serez en mesure de comprendre la stratégie du groupe Manutan et les enjeux opérationnels, et vous aimez faire le lien avec des applications concrètes.

Passionné(e) par les nouvelles technologies et l'interconnexion des systèmes d'information, votre qualité relationnelle et d'échange avec les différents interlocuteurs vous permettent de mener à bien vos missions.

Vos capacités de modélisation et de synthèse seront également importantes pour partager et communiquer avec vos interlocuteurs.

Vous devrez maitriser les compétences techniques suivantes et avoir une expérience concrète dans leur mise en oeuvre:

- De formation BAC +5 en informatique / école d'ingénieur, vous aimez trouver des solutions aux problématiques complexes autour de la Data !
- Vous avez une expérience d'au moins 5 ans dans un rôle d'architecte solution data ou tech lead data
- Vous avec une maîtrise générale des architectures Cloud telle qu'Azure
- Vous avez une maîtrise de NoSQL (MongoDB, H-Cache, Redis)
- La maîtrise des architectures orientées données (Approche Data-Centric, Datalakes, DataMart, DataStore, DataWarehouse...) et des logiques d'interfaces inter-applicatives (ETL, EAI, ESB, SOA, API Mgt)
- Des Connaissances de modélisation BI (Etoile, Flocon, OLAP cubes, Self-service BI...)
- Vous disposez d'une vision d'ensemble sur les technologies Big Data (Snowflake, Spark, NoSQL,etc.), connaissez les cadres de référence d'architecture (TOGAF notamment) ainsi que les bonnes pratiques en matière de gestion de la donnée (Data Management) et avez un très bon niveau d'Anglais !

Langue(s)

La maîtrise de l'anglais est indispensable

Localisation du poste

Centre européen du Groupe à Gonesse.

Nos sites www.manutan.com et www.manutan.fr vous permettront également d'en savoir plus sur notre entreprise et sur les hommes et les femmes qui la composent.

Tous nos postes sont ouverts aux personnes handicapées et aux travailleurs handicapés ",Anglais,,,
La Poste,"1 
 CDI",Saint-Denis - 93,Publiée le 11/01/2024,Actualisée le 11/01/2024,A négocier,Dès que possible,Aucune expérience exigée,Data engineer,Cadre du secteur privé,Pas de déplacement,AUTRES ACTIVITÉS DE POSTE ET DE COURRIER,,"En tant que Data Engineer vos missions seront les suivantes :- Comprendre, analyser et proposer des solutions techniques répondant aux besoins des divers clients des données de pôle data de la direction Score et Data Science ;- Maintenance, exploitation et suivi des applications et bases de données sous sas ;- datamarts utilisateurs et recette avec les équipes de dwh LBPCF (DWH BIRD/oracle) ;- Contrôle qualité des données et sécurisation d'accès aux données ;-tableaux de bord nécessaires au pilotage de l'activité ;- Création d'outils de suivi et pilotage des traitements de production ;- Pilotage et mise en œuvre de projets en lien avec les data de la direction score et data science et en particulier la mise en place d'un environnement industrialisé big-data ;- Référent technique SAS et python. Le poste est basé à La Plaine-Saint-Denis.","Les compétences nécessaires pour ce poste:- Solide connaissance en data architecture et traitement des données ;- Maitrise de l'environnement SAS (de préférence 9.4) et de sql oracle (Une première expérience sur la plateforme SAS Viya serait appréciée) ;- Solide connaissance de l'environnement python et big-data (Une première expérience sur la plateforme Dataiku serait appréciée) ;- Maitrise de système d'exploitation UNIX et Windows (scripting, ksh, sh, bat) ;- Solide connaissance en qualité, sécurité et protection des données (RGPD) ;- Maitrise de la micro-informatique et bureautique. .
Vous avez un BAC+ 5 ingénieur obtenu à l'université université ou en école.Vous avez une expérience d'au moins 3 ans à un poste similaire.",Aucune langue attendue,,,
Lobellia,"1 
 CDI",Lyon 01 - 69,Publiée le 31/01/2024,Actualisée le 31/01/2024,A négocier,Dès que possible,Minimum 4 ans,Business analyst,Cadre du secteur privé,Régionale,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,Ponctuel autorisé,"Nos postes sont très variés. Nous ne recrutons pas pour une mission, nous recrutons un profil ! Notre vision n'est pas tournée vers le court terme, car nous avons à cœur de vous faire grandir aussi bien professionnellement, que personnellement !
Bien évidemment, si vous êtes sur cette offre, c'est que vous souhaitez en savoir plus.
Voici donc les travaux que vous pourriez être amené à réaliser :
-        Animation d'ateliers d'expression de besoin avec les directions Métiers ou IT
-        Conception de la solution et rédaction de spécifications fonctionnelles
-        Accompagnement des utilisateurs dans le maquettage de leurs Dashboards (Dataviz) et réalisation de Dashboards en lien étroit avec les métiers,
-        Gestion du lien entre les besoins métiers et l'équipe de mise en oeuvre,
-        Préparation, organisation et exécution des tests de qualification de l ensemble de la solution : rédaction des cahiers de recette et support à la recette utilisateur,
-        Organisation et exécution des actions de conduite de changement
-        Pilotage et coordination des actions des différents acteurs Projet (MOA et MOE): suivi des actions, consolidation et reporting, suivi des jalons, suivi des développements,
 Vous interviendrez ainsi sur les différentes phases projet, de conception, développement, validation et déploiement de la solution.
Afin d accompagner le développement de l agence lyonnaise, vous serez aussi amenés à participer à nos publications et à l'activité commerciale de l'agence.
 Nous sommes une entreprise à taille humaine qui accompagne activement ses consultants. Vous bénéficierez ainsi de toute l'expertise de LOBELLIA Conseil en termes de conduite et de méthodologie de définition et construction de solutions décisionnelles. Dans ce cadre, vous serez formé et encadré sur l utilisation de différents outils de Business Intelligence.","Nous recherchons des candidats ayant acquis au moins 3 années d expérience dans un cabinet de conseil ou SSII sur des sujets data, notamment en tant que Data Analyst, Consultant AMOA / Business Analyst.
-        Diplôme BAC + 5 (école d ingénieur ou universitaire), vous êtes passionné par la Data et souhaitez progresser dans la maîtrise des outils BI, de Dataviz et dans le pilotage de projet
-        Vous êtes à l'aise sur les méthodologies projet classiques et agiles et vous possédez une connaissance de l'architecture d un SI Data (BI, Big Data).
-        Vous connaissez une solution de Dataviz de type Power BI ou Tableau Software ainsi que SQL
-        Vous avez un bon esprit d analyse et de synthèse une très bonne capacité rédactionnelle et relationnelle,
-        Vous êtes parfaitement à l'aise en anglais.",Aucune langue attendue,,,
"HELPINE,","1 
 CDI",Montreuil - 93,Publiée le 29/01/2024,Actualisée le 30/01/2024,A partir de 45 k€ brut annuel,Dès que possible,Minimum 3 ans,Business analyst,Cadre du secteur privé,Pas de déplacement,GESTION D'INSTALLATIONS INFORMATIQUES,,"Le Business Data Analyst sera responsable de l'analyse et de l'interprétation des données liées aux activités bancaires, en utilisant des compétences avancées en SQL, JSON, XML et une compréhension approfondie des opérations bancaires.
RESPONSABILITÉS PRINCIPALES :
Analyser les données financières, opérationnelles et transactionnelles de la banque.
Utiliser des requêtes SQL avancées pour extraire, transformer et charger des données à partir de bases de données.
Traiter des données au format JSON et XML pour en extraire des informations exploitables.
Concevoir, développer et maintenir des tableaux de bord et des rapports basés sur des données pour soutenir les besoins des différents départements.
Collaborer avec les équipes métier pour comprendre leurs besoins en matière d'analyses de données et proposer des solutions.
Participer à l'identification des tendances, des opportunités et des risques dans les données analysées.
Assurer la qualité des données et proposer des améliorations dans les processus de collecte et de gestion des données.","COMPÉTENCES REQUISES :
Minimum 3 ans d'expérience en CDI 
Excellente maîtrise de SQL pour l'interrogation et la manipulation de bases de données relationnelles.
Connaissance approfondie de la manipulation des données au format JSON et XML.
Expérience significative dans le secteur bancaire, avec une compréhension approfondie des processus et des opérations.
Compétences avancées en analyse de données et en modélisation.
Capacité à créer des rapports visuels percutants et des tableaux de bord.
Forte aptitude à la communication pour présenter des analyses de manière claire et compréhensible.",Anglais,,,
GITEC HUMAN RESOURCES,"2 
Missions d'intérim
 de 6 mois",Courbevoie - 92,Publiée le 24/01/2024,Actualisée le 02/02/2024,32 - 37 k€ brut annuel,Dès que possible,Minimum 2 ans,Chief Data Officer,Cadre du secteur privé,Pas de déplacement,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,Non autorisé,"GITEC recrute un Assistant Data Manager H/F pour intégrer l'un de ses clients basé à Courbevoie, pour une mission en intérim de 6 mois.
Vos missions principales seront les suivantes :
- Interagir avec les différents services pour obtenir l'intégralité des informations concernant la bonne complétude des produits, clients, fournisseurs et les autres data clés dans les processes
- Compléter les articles, comptes clients et fournisseurs dans la data base
- Assurer l'adéquation entre le paramétrage des articles, des clients, des fournisseurs et les exigences réglementaires
- Prendre en charge les demandes ""Data"" envoyées sur la boite mails générique
- Actualiser les données pour garantir leur pertinences","Profil :
De formation supérieur Bac+2 (Big Data, Supply-Chain, Qualité, GEA)
Vous avez un réel attrait pour le digital
La maîtrise de l'anglais est obligatoire",Anglais,,,
HUET Manon,"1 
 CDI",Lille - 59,Publiée le 16/01/2024,Actualisée le 16/01/2024,A négocier,Dès que possible,Minimum 3 ans,Data engineer,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"SA MISSION :
Il est garant de l'accès qualitatif aux sources de données.
Il s'assure de la maîtrise de la donnée et est garant de la qualité de son utilisation (référencement, normalisation, et qualification) afin d'en faciliter l'exploitation par les équipes (Data Analysts et Data Scientists).
Il contribue également à la définition de la politique de la donnée et à la structuration de son cycle de vie dans le respect des réglementations en vigueur, en collaboration avec le Chef Data Officer.
Son périmètre d'intervention est axé sur les systèmes applicatifs autour de la gestion de la donnée et du traitement, et sur les plateformes Big Data.
Il assure la supervision et l'intégration des données de diverse nature qui proviennent de ces sources multiples et vérifie la qualité des données qui entrent dans le Data Lake (il recette de la donnée, supprime les doublons, ).
SON ACTIVITE :
QUALIFICATION ET GESTION DES DONNÉES :
- Capte les données (structurées et non structurées) produites dans les différentes applications ou à l'extérieur de l'entité
- Intègre les éléments
- Structure la donnée (sémantique, etc.)
- Cartographie les éléments à disposition
- Nettoie la donnée (élimination des doublons, )
- Valide la donnée
- Éventuellement, il crée le référentiel de données","SES LIVRABLES :
- Data Lake approprié et partagé et son dimensionnement
- Cartographie des données
- Les éléments permettant de garantir la qualité de la donnée",Anglais,,,
APGAR,"1 
 CDI",Neuilly-sur-Seine - 92,Publiée le 15/01/2024,Actualisée le 15/01/2024,A partir de 80 k€ brut annuel,Dès que possible,Minimum 5 ans,Chief Data Officer,Cadre du secteur privé,Pas de déplacement,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"Rattaché(e) au Directeur de la Business Line Data Advisory, vous intervenez chez nos clients pour assurer les missions suivantes :

- Volet commercial :
Participer à des activités d'avant-vente, de réponse à des appels d'offres et de soutenance dont l'ensemble des activités confiées sont conduites dans le respect du niveau de qualité Apgar Consulting.
Intervenir sur des projets internes liés au développement d'Apgar Consulting.

- Encadrement :
Encadrer et faire monter en compétences des consultants sur votre périmètre :
. Veiller à la montée en compétence des consultants, au coaching et au suivi de carrière ;

- Volet Data Architecture :
Accompagner des missions d'audit ou d'urbanisation des platform et outils data répondant aux nouveaux challenges de l'entreprise?: définition du périmètre, estimation des charges, planification et organisation, promotion de la méthodologie.
. Être responsable de la qualité des livrables/ de la documentation du projet ;
. Animer les réunions et rédiger les comptes rendus ;
. Accompagner et conseiller le client dans la définition de ses architectures data ;
. Valider les attentes de l'entreprise en termes de fonctionnalités et couvertures fonctionnelles et non fonctionnelles des solutions ;
. Mener et arbitrer les débats définissant les orientations d'architecture ;
. Mener des entretiens individuels avec les différents interlocuteurs de la mission pour Coaching ou Audit ;
. Gestion de projet?: conduire un projet en autonomie de bout en bout sous la supervision de son directeur projet ;
. Définition des retours d'expériences, auto critique et rétrospectives des jalons.

- Volet Data Academy :
Accompagner un projet de mise en place d'une organisation «?Data Academy?»?: définition du périmètre, estimation des charges, planification et organisation, promotion de la méthodologie.
. Être responsable de la qualité des livrables / de la documentation du projet ;
. Animer les réunions et rédiger les comptes rendus ;
. Accompagner et conseiller le client dans la gestion du changement de son organisation pour accompagner la mise en œuvre ;
. Valider les attentes de l'entreprise en termes d'acculturation et de maturité autour de la donnée ;
. Mener et arbitrer les débats définissant les orientations stratégiques ;
. Mener des entretiens individuels avec les différents interlocuteurs du projet pour Coaching ou Audit ;
. Gestion de projet?: conduire un projet en autonomie de bout en bout sous la supervision de son directeur projet ;
. Définition des retours d'expériences, auto critique et rétrospectives des jalons.

- Volet Data gouvernance :
. Cadrer une initiative de gouvernance?: identification des use cases, du besoin client en termes de data gouvernance, et de la méthodologie adaptée ;
. Concevoir et mettre en place une solution de gouvernance de données?: glossaire
métier, métadonnées, processus, rôles et responsabilités, lineage ;
. Définition de la feuille de route pour améliorer la gouvernance.","Compétences requises :
Un profil d'Architecte Data avec un background fonctionnel/technique capable de :
. Participer à des avant-ventes/propositions et à la définition et l'audit de l'architecture ;
. Préparer et animer divers comités Workshop ;
. Accompagner des Architectes et des Data Advisor ;
. Avoir une solide expérience dans l'architecture d'entreprise et les activités de conseil, être capable de conseiller le meilleur modèle type en fonction des besoins.

Profil recherché :
. De formation Bac+5 minimum au sein d'une grande école d'ingénieur ou d'informatique, vous disposez de minimum 7 ans d'expérience sur ce type de fonction ;
. Vous avez travaillé dans le domaine de la gestion de l'information dans l'entreprise, la gouvernance des données, ou à la mise en œuvre de solutions Data (MDM, DQM, Data Catalog Data Science, Data Preparation) ;
. Dynamique et enthousiaste, vous aimez le travail en équipe et vous souhaitez participer activement à l'évolution de notre société et à la formation des consultants. Votre soif d'entreprendre et votre volonté de participer à notre développement seront des éléments déterminants ;
. Grâce à votre bon niveau d'anglais, vous participerez avec aisance à des missions internationales ;
. Vous travaillerez dans un contexte très motivant et convivial et vous bénéficierez d'une liberté importante sur les missions que vous aurez à accomplir.",Aucune langue attendue,,,
AXSANT,"1 
 CDI",Paris 01 - 75,Publiée le 31/01/2024,Actualisée le 07/02/2024,50 - 60 k€ brut annuel,Dès que possible,Minimum 5 ans,Data analyst,Cadre du secteur privé,Nationale,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,"Dans un contexte de développement, nous sommes en recherche d'un Consultant Supply Chain - Data Analyst Performance.
Au sein des organisations de nos clients, vous définissez, pilotez et mettez en œuvre des projets d'optimisation de la Supply Chain, et travaillez sur des projets d'amélioration des performances de la fonction.
Vous serez également amené à réaliser des missions opérationnelles, notamment :
Assurer les spécifications, le maquettage, la recette, le pilotage des outils Supply Chain répondant aux enjeux métiers
Concevoir des reportings accessibles pour le métier et les managers sur l'outil de datavisualisation Power BI 
Réaliser des analyses ponctuelles sur les données pour de la recherche de Performance
Créer et automatiser la visualisation des indicateurs clés de performance dans des tableaux de bord de pilotage
Mettre en place les contrôles adaptés, identifier les anomalies des données produites, corriger et proposer des solutions préventives 
Accompagner l'équipe vers une autonomie dans l'utilisation de Power BI, documenter les différentes réalisations et évolutions 
Développer l'utilisation de la BI afin d'accompagner les métiers","De formation école d'ingénieur ou de commerce, niveau Master 2 ou plus, vous disposez d'une expérience de 4 ans minimum en Supply Chain/Data.
Une première expérience sur Power BI est requise. Vous avez également une appétence pour la manipulation de données.
Vous disposez d'une excellente connaissance des processus Supply Chain (S&OP, prévisions de ventes, planification de production et de distribution) et avez avez une appétence pour la manipulation de données.
Une certification CPIM est un vrai plus.
De plus, vous disposez d'une bonne connaissance des outils informatiques (Suite Office/APS/ERP). De solides connaissances en SQL seraient un plus.
Vous avez une faculté d'analyse, d'écoute et d'animation pour savoir collaborer efficacement avec des équipes transverses et des parties prenantes à tous les niveaux.
Reconnu pour votre qualité de coopération, vous êtes orienté process, amélioration continue, outils et nouvelles technologies.
Enfin vous parlez anglais.
Poste basé en région parisienne, des déplacements internationaux sont à prévoir.",Anglais,,,
Lobellia,"1 
 CDI",Montrouge - 92,Publiée le 31/01/2024,Actualisée le 31/01/2024,A négocier,Dès que possible,Minimum 5 ans,Data engineer,Cadre du secteur privé,Départementale,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,Partiel possible,"Au sein d une équipe projet, vous intervenez dans la conception et l'implémentation de solutions Data. Vous serez amené à intervenir sur les différentes problématiques liées au stockage/modélisation, à l'alimentation et aux restitutions de données. Sur la base des spécifications fonctionnelles, vous définissez et formalisez la stratégie d'implémentation en gérant les problématiques de performance dans des contextes de très larges volumétries.
Selon votre expérience, vous êtes en charge de l'encadrement des développements et/ou de la réalisation. Vous assurez la bonne qualité des composants et vous intervenez sur les différentes phases de qualification, validation et déploiement de la solution.
Vous bénéficierez de toute l'expertise de LOBELLIA Conseil en termes de conduite et de méthodologie de définition et construction de solutions Data.","Dynamique et motivé/e, vous êtes avant-tout « agile » !
En outre, nous chérissons les personnes qui ont :
Un diplôme BAC + 5 (école d ingénieur ou universitaire), vous souhaitez progresser dans la maîtrise des outils BI et dans la de mise en place de solutions décisionnelles
Une expérience de minimum 4 ans sur des projets BI pour des grands groupes ou PME
Un bon esprit d analyse et de synthèse,
Une bonne capacité rédactionnelle et relationnelle,
 Cerise sur le gâteau, si vous avez ces compétences et/ou connaissances, suivant le poste, ce sera un plus :
Architectures Cloud : Azure, AWS, GCP
Bases de données : SQL*Server, Snowflake, Oracle, Mysql,
ETL : Talend, Datastage, Informatica, Microsoft SSIS
EPM : TM1, JEDOX, Anaplan, Hyperion Planning
Dataviz : Power BI, Tableau Software, Qlik (Qlikview, Qliksense)
Big Data : Hadoop, Hive, Impala, outils R et Spark
Ou tout simplement une appétence certaine pour la DATA.",Aucune langue attendue,,,
EXPERTIME,"1 
 CDI",Lyon 09 - 69,Publiée le 12/01/2024,Actualisée le 12/01/2024,58 - 80 k€ brut annuel,Dès que possible,Minimum 3 ans,Architecte Big Data,Cadre du secteur privé,Départementale,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,"L'activité Data est composée de 3 équipes qui travaillent en étroite collaboration, où le partage de connaissances et la bonne humeur règnent au quotidien ! Ils sont répartis de la manière suivante :
Data Platform, pilotée par Christian (minimum 20 ans d'expérience dans la Data)
Data Usage, menée par Khalid (minimum 15 ans d'expérience dans la Data et la recherche)
Change & Governance, supervisée par Benjamin (minimum 8 ans d'expérience autour de la BI et la gouvernance BI)
En tant qu'Architecte Data, vous êtes directement rattaché au Responsable d'Activité, et vous intervenez dans le cadre de projets et missions qui répondent aux enjeux clients d'exploitation des données. Vous participez aux phases d'avant-vente, aux études d'architecture, et à la réalisation des solutions avec une responsabilité d'encadrement technique des projets (tant sur des forfaits que des missions clients). Vous aurez des missions avec de réelles responsabilités et très diversifiées (secteurs d'activités variés).
Vos principales missions s'articulent autour de :
L'analyse et la qualification des besoins et problématiques « métiers » de nos clients
La définition et mise en oeuvre des architectures Data adaptées aux contextes des projets : Modern Datawarehouse, LakeHouse, DataMesh etc.
L'accompagnement des Consultants et des Ingénieurs spécialistes Data sur les projets. Vous oeuvrez à qualité de leurs réalisations et des livrables.
La collaboration sur tous les domaines d'activités DATA : BI, Big Data, IoT, IA
L'apport d'un regard critique et la capacité à conseiller sur le choix des technologies Data
La participation à la définition des bonnes pratiques de mises en oeuvres techniques et la veille à leurs applications selon les méthodes en vigueur (Zero Trust Security, DataOps, Infra-as-Code, Tests automatisés etc.)
Vous contribuez à la construction d'une base de connaissances de l'équipe Data avec des cas d'usage, outils, indicateurs de pilotage, processus d'apprentissage etc. Vous participez également au bon niveau de connaissance et d'expertise des équipes par votre engagement, et vice-versa.
Vous travaillez dans un contexte agile avec un apport d'approches novatrices","Véritable passionné par la DATA et diplômé d'une école d'ingénieur, vous avez une expérience de plus de minimum 7 ans en environnement informatique, dont minimum 3 ans sur un poste senior en environnement DATA (Team Lead, Architecte ou encore Consultant Senior).
Les compétences demandées :
La capacité à réaliser la conception et l'implémentation de solutions d'analytique à l'échelle de l'entreprise ; SQL
La connaissance d'un ou plusieurs outils ETL (Azure Data Factory ou autres) et Data Visualisation (PowerBI par exemple)
La capacité à mettre en place une solution Data end-to-end La connaissances des typologies d'architectures (Modern Datawarehouse, LakeHouse ou DataMesh)
Si vous connaissez l'environnement Azure, MSBI, SQL Server ou si vous avez des notions dans l'IA (Python, R, Machine Learning), cela est un plus.
Si vous avez la capacité à proposer des recommandations par rapport à des architectures MDM, cela est un plus également.
Vous êtes proactif et appréciez travailler dans un environnement ambitieux et innovant.
Vous aimez ne pas rester sur vos acquis et toujours apprendre par le biais de formations, votre veille technologique ou encore par la participation aux événements communautaires.",Anglais,,,
